time_minutes,acetone_ppm,ammonia_ppm,methane_ppm,h2_ppm,h2s_ppm,flow_Lpm,co2_pct,humidity,temperature,signal_stability,ethanol_ppm,breath_pH,voc_ppm,quality_factor,betaHB_mM
0.0,0.29067136225509393,0.0034126296396713445,0.01044307534381916,0.006007303345826861,0.0009751249399776842,15.0,0.03960055885944134,0.5566595734489996,25.198611911493636,0.9373061882455387,0.0,7.410769967035783,0.18909764888778446,0.010023150422589444,0.15
0.016668981803028195,0.0,0.0,0.0,0.0,0.0,-0.002083622725377321,0.04641326368164958,0.4839418096730575,27.092328628959088,0.9828693524726844,0.0,7.268951891778412,0.12272256569826177,0.0,0.15036106095446847
0.03333796360605639,1.15187850849106,0.011216742709253902,0.04933729365851818,0.024967912536165707,0.005692933137649863,-14.995832754549244,5.018956095223468,0.5404748142908299,28.095798093674258,1.064985737411363,0.0,7.4950555345230105,0.0,0.03966071012736108,0.15072192134737877
0.05000694540908459,16.86884662676233,0.14747432862143345,0.43345651798864654,0.46698076022393614,0.07961454079657417,0.006250868176131963,5.052625118271776,0.5351909066628708,24.756267474658255,0.9649796908092126,0.0,7.382685249686487,0.04569849375145074,0.5803844078861514,0.15108258129013843
0.06667592721211278,0.2976340186160839,0.0035152959147684596,0.004879952249518393,0.004637141800509188,0.000677624918371258,14.99166550909849,0.15185706799570628,0.4490979374365744,26.75159393248086,0.9495023869512136,0.0,7.34823110005518,0.14548590134848016,0.01023269127923207,0.15144304089409322
0.08334490901514098,1.7367615614642433,0.02118314211379866,0.0624728063325623,0.027038869493182915,0.008077208535905114,-0.010418113626879943,0.04985455796098842,0.4644620123452728,27.067306958983323,0.941294009020682,0.0,7.54026041972226,0.13812321637876357,0.05966571893236991,0.15180330027052702
0.10001389081816918,1.2654806578274997,0.016903942143882005,0.04710805114588426,0.03544249969884461,0.005158634077419984,-14.987498263647737,5.049465571595011,0.5600127172351218,25.317499735592612,1.0232980254955908,0.0,7.417438316248722,0.13719026111947324,0.04344281764867434,0.15216335953066185
0.11668287262119739,14.119565976982587,0.16217102920733897,0.7008006454502627,0.316518390956815,0.01742188483465199,0.014585359077647908,4.911186518284057,0.6812087808641402,28.916180460489407,0.982430955711099,0.0,7.365156892046187,0.0,0.4843530432800309,0.152523218785658
0.13335185442422556,0.4018451207603279,0.004368816321185346,0.00852496200640471,0.005593922973124065,0.0007893317534638028,14.983331018196981,0.08985577914949805,0.620681858130932,27.0910867167707,1.0682479970748564,0.0,7.185720813235345,0.1013854766239559,0.013774568846549068,0.15288287814661408
0.15002083622725376,0.0,0.0,0.0,0.0,0.0,-0.018752604528389227,0.12435132213043265,0.38708839438826,23.829223977152882,1.0357458140272302,0.0,7.226257074211833,0.08160683075693251,0.0,0.1532423377245668
0.16668981803028196,0.16379711407777844,0.0008273033018954118,0.009588201231167727,0.00228357892938516,0.0006473755223345628,-14.97916377274624,4.896059749347917,0.38744182607740896,25.520158703630116,0.8,0.0,7.444438271128935,0.10019735171083693,0.005606399803548126,0.1536015976304914
0.1833587998333102,15.648124027692976,0.25131127815891874,0.47455029650767344,0.21775022669231994,0.038419595375774614,0.022919849979157192,5.104642846204273,0.44643686512317365,26.72033780600411,0.8248473425638732,0.0,7.484035649686153,0.06242230358204231,0.5352047671013319,0.1539606579753013
0.20002778163633836,0.0,0.0,0.0,0.0,0.0,14.974996527295472,0.16633475914883078,0.5098921337877594,28.840178840852918,0.949923728496391,0.0,7.745783422355921,0.0,0.0,0.1543195188698484
0.21669676343936656,0.0,0.0,0.0,0.0,0.0,-0.02708709542989851,0.13235019861802946,0.504825625697432,26.241713179265773,1.098000258930618,0.0,7.54156292679159,0.0,0.0,0.15467818042492304
0.23336574524239478,1.1595880714532385,0.010583277997052028,0.03973968256336303,0.006134529692835014,0.00307786287443465,-14.970829281844704,4.951748589621754,0.6240280276928349,25.57892024028253,0.9348321559886518,0.0,7.271422619454789,0.13017643136185514,0.039573415246572326,0.15503664275125403
0.25003472704542296,19.15859457486937,0.15010412035854814,0.7638536024411939,0.25320034493100174,0.03769942169063674,0.031254340880666476,4.996594818771143,0.6295113305846776,27.527628672943944,1.037459115155722,0.0,7.5851949669437655,0.06424095959583394,0.6533485972555564,0.15539490595950853
0.2667037088484511,0.0,0.0,0.0,0.0,0.0,14.966662036393963,0.1395210084881511,0.500566558441551,24.561091482377112,1.0598495735728615,0.0,7.692724074718137,0.061213669632513124,0.0,0.15575297016029238
0.28337269065147935,2.2424353546899685,0.03086566356042909,0.11198638569032644,0.042979145990294274,0.01198855977267896,-0.03542158633143444,0.043866921650009306,0.4772303423639126,23.02003578992295,1.0540266258278452,0.0,7.538185254212175,0.12202575856242479,0.07635993022450391,0.15611083546414997
0.3000416724545075,1.1459503333401648,0.013542533383693961,0.025955759893495106,0.012415397478404793,0.0057917957867797965,-14.962494790943222,4.990976288438099,0.5516746432287599,26.407512716456306,0.9452575720072884,0.0,7.208540163716638,0.10380240648298132,0.03899367222676304,0.15646850198156415
0.31671065425753575,18.362743986993866,0.15346540831449168,0.2986025918982643,0.13582719291033113,0.022688243047517678,0.03958883178217576,5.045519192490549,0.606320132005151,24.243663483484042,0.8851912490705957,0.0,7.786288369146764,0.10003424014856117,0.6243801375304716,0.15682596982295657
0.3333796360605639,0.48655016983929444,0.010929815887704775,0.02202070394536585,0.013111939470092508,0.0017658639247269542,14.95832754549248,0.025270249911347506,0.5552436809977548,30.0,0.868777561389843,0.0,7.85756777901353,0.17312095182035522,0.01653189709190794,0.1571832390986874
0.35004861786359215,1.0575602041230088,0.01507599253366239,0.01140468645786945,0.01633229863353528,0.0019708893968505034,-0.04375607723291708,0.11662123555102276,0.4568454196609292,25.50593986812352,1.2,0.0,6.950659883559066,0.18842359029530617,0.03590741455431435,0.1575403099190557
0.3667175996666204,1.4089557822355365,0.01880279965511895,0.044876176405777304,0.024547427967291664,0.004155168898038685,-14.954160300041686,4.912261518518941,0.4387746138292677,26.41973797559566,1.0455426297197459,0.0,7.378986948838391,0.18834668106503422,0.04780361890956391,0.157897182394299
0.3833865814696485,14.512172896506293,0.1302388180253841,0.952203791603796,0.10580856287142322,0.04072019855134304,0.0479233226836584,4.952807662221067,0.38893962815342753,23.743349807575587,1.1840582910345223,0.0,7.26037767442396,0.04904808191369181,0.49201759771422304,0.15825385663459376
0.4000555632726767,0.7496374188980337,0.006031397195507275,0.02530536797224967,0.009933413029523904,0.0019964248989322317,14.949993054590944,0.07477036971619529,0.5193486847595252,27.52920084566345,0.9166889738191175,0.0,7.721375798873945,0.16310918412592848,0.025397129474406244,0.15861033275005532
0.41672454507570494,2.6061712382131317,0.02400029104072215,0.058565160456225264,0.046072937436413705,0.01765923004504086,-0.05209056813445301,0.12567778063593893,0.5623120098319687,24.946101887138283,1.1248318443355751,0.0,7.452355462776137,0.04233250157544613,0.08823114407527011,0.1589666108507376
0.4333935268787331,0.27584412530242286,0.0038087156235037307,0.009171182526583175,0.0025177505754420447,0.0007277339157150172,-14.945825809140203,4.96496054487469,0.5734845193129458,24.750927224339122,0.9523189313254682,0.0,7.305188823103292,0.14133221374756952,0.009331870231689104,0.15932269104663357
