time_minutes,acetone_ppm,ammonia_ppm,methane_ppm,flow_Lpm,co2_pct,betaHB_mM
0.0,0.0,0.0,0.5993428306022466,6.0,4.983723619140756,0.17500000000000002
0.016668981803028195,0.05532211673707668,0.2512614934841842,0.47247805763854583,6.035636759165062,4.858173014029614,0.17853804463786324
0.03333796360605639,0.10550858510554433,0.4902872600649441,0.6297995433407721,6.24833198092526,5.731529953488518,0.18207438917699642
0.05000694540908459,0.15105097536919318,0.7176741526283321,0.8049987248002259,5.765966168606114,5.870328352331566,0.18560903450417643
0.06667592721211278,0.19239486528044222,0.933990085591652,0.4536929962971453,5.1898894285270325,5.558217795772414,0.18914198150575592
0.08334490901514098,0.22994155347647313,1.1397747868640777,0.4538271974754408,6.023656332063561,6.01224614311773,0.19267323106766332
0.10001389081816918,0.26405566448120343,1.3355420969347735,0.8166280694655605,6.162089349333958,5.873252763487951,0.19620278407540315
0.11668287262119739,0.2950672037890262,1.5217807907275676,0.6544033695438785,6.470081308806005,5.262886278714816,0.19973064141405622
0.13335185442422556,0.3232731359213427,1.6989553162667819,0.4071524637009981,5.663694859779783,5.213823547265,0.20325680396827986
0.15002083622725376,0.3489437232921003,1.8675079838949105,0.6096902665804189,6.591298966509586,5.58839918518759,0.20678127262230817
0.16668981803028196,0.3723236989992864,2.0278595615020985,0.408625636051585,6.049286689045319,5.092475741215194,0.21030404825995222
0.1833587998333102,0.393632770493426,2.180409699674381,0.40829414040156,5.872202597733917,4.583130319040489,0.21382513176460022
0.20002778163633836,0.4130709231156383,2.325539024098841,0.5499634616561029,5.678382000950983,4.2718901679861,0.2173445240192178
0.21669676343936656,0.43081983345369207,2.4636098156359867,0.11904587433944047,5.9414409361644545,4.197901603692438,0.22086222590634824
0.23336574524239478,0.4470424510610444,2.5949661379042683,0.15684927237238516,6.072812371212695,4.105660034837498,0.22437823830811268
0.25003472704542296,0.4618862563633381,2.719935307548828,0.38950624828174546,6.0716346843455895,3.946211261606124,0.22789256210621023
0.2667037088484511,0.47548584683749257,2.838829162570878,0.2995284449440284,5.794157939078671,3.7167983503214552,0.23140519818191838
